Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Predicted_AI_Impact
Supply Chain Coordinator,60,157,1200,0.1308333333333333,Communication & PR,53.336666666666666
Supply Coordinator,60,156,1196,0.1304347826086956,Data & IT,50.8
Assignment Editor,60,148,1187,0.1246840775063184,Administrative & Clerical,52.583333333333336
Front Desk Agent,60,108,878,0.123006833712984,Leadership & Strategy,56.18666666666667
Radio Operator,60,124,890,0.1393258426966292,Medical & Healthcare,57.39666666666667
Manual Qa Tester,60,121,1053,0.1149097815764482,Supply Chain & Logistics,54.24666666666667
Manual Tester,60,121,1016,0.1190944881889763,Law Enforcement,50.47666666666667
Coldfusion Developer,60,108,735,0.1469387755102041,Construction,35.84
Computer Scientist,60,118,779,0.1514762516046213,Sales & Marketing,52.916666666666664
Drupal Developer,60,108,776,0.1391752577319587,Hospitality,59.656666666666666
Java,60,103,740,0.1391891891891891,Communication & PR,54.39666666666667
Java Developer,60,109,769,0.141742522756827,Data & IT,63.3
Java Engineer,60,110,796,0.1381909547738693,Administrative & Clerical,59.663333333333334
Java Programmer,60,110,796,0.1381909547738693,Leadership & Strategy,46.97666666666667
Java Software Developer,60,110,796,0.1381909547738693,Medical & Healthcare,60.49666666666667
Home Inspector,60,69,521,0.1324376199616123,Supply Chain & Logistics,57.083333333333336
Biomedical Engineer,60,102,732,0.1393442622950819,Law Enforcement,48.126666666666665
Biotechnology,60,97,694,0.1397694524495677,Construction,49.23
Environmental Engineer,60,115,757,0.1519154557463672,Sales & Marketing,55.483333333333334
Industrial Organizational Psychologist,60,90,685,0.1313868613138686,Hospitality,51.266666666666666
Accounts Payable,60,154,1154,0.1334488734835355,Communication & PR,51.54333333333334
Auditor,60,162,1260,0.1285714285714285,Data & IT,56.833333333333336
Budget Analyst,60,165,1165,0.1416309012875536,Administrative & Clerical,50.13333333333333
Collection Agent,60,173,1283,0.1348402182385035,Leadership & Strategy,52.943333333333335
Collection Representative,60,181,1646,0.1099635479951397,Medical & Healthcare,57.93333333333333
Collection Specialist,60,184,1663,0.1106434155141311,Supply Chain & Logistics,59.96666666666667
Collections Specialist,60,184,1663,0.1106434155141311,Law Enforcement,59.55
Compliance Auditor,60,190,1329,0.1429646350639578,Construction,63.77
Cost Controller,60,195,1655,0.1178247734138972,Sales & Marketing,51.54
Credit Controller,60,192,1647,0.116575591985428,Hospitality,56.11666666666667
Debt Collector,60,182,1357,0.1341193809874723,Communication & PR,45.24
Exchange Engineer,60,149,1158,0.1286701208981001,Data & IT,49.873333333333335
Financial Engineer,60,192,1635,0.1174311926605504,Administrative & Clerical,53.39333333333333
Financial Examiner,60,192,1325,0.1449056603773585,Leadership & Strategy,30.323333333333334
Loan Closer,60,178,1593,0.1117388575015693,Medical & Healthcare,50.99
Mortgage Closer,60,149,1193,0.1248952221290863,Supply Chain & Logistics,55.913333333333334
Mortgage Loan Closer,60,149,1193,0.1248952221290863,Law Enforcement,55.89666666666667
Processor,60,131,1133,0.115622241835834,Construction,47.89
Trader,60,161,1479,0.1088573360378634,Sales & Marketing,55.776666666666664
Treasury Accountant,60,183,1563,0.1170825335892514,Hospitality,49.7
Clinical Analyst,60,201,1666,0.1206482593037214,Communication & PR,49.873333333333335
Meter Reader,60,28,240,0.1166666666666666,Data & IT,59.13
Gas Station Attendant,60,28,239,0.1171548117154811,Administrative & Clerical,52.31666666666667
Lactation Consultant,60,72,540,0.1333333333333333,Leadership & Strategy,59.7
Ticket Taker,60,54,349,0.154727793696275,Medical & Healthcare,52.00333333333333
Usher,60,52,355,0.1464788732394366,Supply Chain & Logistics,54.38333333333333
911 Dispatcher,60,133,1008,0.1319444444444444,Law Enforcement,57.416666666666664
911 Operator,60,133,1007,0.1320754716981132,Construction,56.71666666666667
Fingerprint Technician,60,116,1076,0.1078066914498141,Sales & Marketing,49.75
Forensic Examiner,60,125,1385,0.0902527075812274,Hospitality,53.056666666666665
Forensic Scientist,60,129,1396,0.0924068767908309,Communication & PR,47.18
Intelligence,60,148,1439,0.1028492008339124,Data & IT,55.27333333333333
Military Analyst,60,168,1517,0.1107448912326961,Administrative & Clerical,56.71666666666667
Safety Coordinator,60,1,2,0.5,Leadership & Strategy,53.78333333333333
Security Technician,60,117,854,0.1370023419203747,Medical & Healthcare,50.65
Skip Tracer,60,103,745,0.138255033557047,Supply Chain & Logistics,54.52
Information Analyst,60,155,1192,0.1300335570469798,Law Enforcement,44.1
Information Specialist,60,153,1186,0.1290050590219224,Construction,47.78333333333333
Network Systems Administrator,60,126,1371,0.0919037199124726,Sales & Marketing,50.806666666666665
Senior Systems Engineer,60,129,1344,0.0959821428571428,Hospitality,51.81666666666667
Software Engineer,60,133,1342,0.0991058122205663,Communication & PR,49.413333333333334
Systems Administrator,60,132,1398,0.0944206008583691,Data & IT,50.85
Systems Analyst,60,168,1558,0.1078305519897304,Administrative & Clerical,57.333333333333336
Unix Administrator,60,125,1355,0.092250922509225,Leadership & Strategy,53.85
Unix System Administrator,60,121,1340,0.0902985074626865,Medical & Healthcare,53.69
Vmware Administrator,60,125,1355,0.092250922509225,Supply Chain & Logistics,56.67
Windows Administrator,60,121,812,0.1490147783251231,Law Enforcement,46.88333333333333
Windows System Administrator,60,121,812,0.1490147783251231,Construction,51.17333333333333
Registered Dental Assistant,60,42,360,0.1166666666666666,Sales & Marketing,56.13333333333333
Registered Medical Assistant,60,43,364,0.1181318681318681,Hospitality,51.13333333333333
Surgical Assistant,60,44,375,0.1173333333333333,Communication & PR,55.05
Carpet Cleaner,60,6,133,0.0451127819548872,Data & IT,66.03333333333333
Custodian,60,8,151,0.0529801324503311,Administrative & Clerical,58.78666666666667
General Laborer,60,9,138,0.0652173913043478,Leadership & Strategy,60.96
Housekeeping Attendant,60,9,138,0.0652173913043478,Medical & Healthcare,60.66
Assembly Line Worker,60,39,315,0.1238095238095238,Supply Chain & Logistics,52.56666666666667
Assembly Worker,60,37,303,0.1221122112211221,Law Enforcement,58.86666666666667
Forklift,60,22,166,0.1325301204819277,Construction,58.32
Master Control Operator,60,120,1201,0.0999167360532889,Sales & Marketing,31.586666666666666
Curriculum Designer,60,170,1325,0.1283018867924528,Hospitality,49.88333333333333
Curriculum Specialist,60,164,1213,0.1352019785655399,Communication & PR,52.7
Epic Trainer,60,109,900,0.1211111111111111,Data & IT,51.75
Virtual Teacher,60,121,1037,0.1166827386692381,Administrative & Clerical,55.026666666666664
3D Modeler,60,204,1735,0.117579250720461,Leadership & Strategy,37.79666666666667
Compositor,60,193,1696,0.1137971698113207,Medical & Healthcare,53.53333333333333
Fx Artist,60,190,1638,0.115995115995116,Supply Chain & Logistics,55.38333333333333
Game Developer,60,211,1781,0.1184727681078046,Law Enforcement,52.56666666666667
Accessioner,60,46,410,0.1121951219512195,Construction,57.016666666666666
Autopsy Assistant,60,37,347,0.1066282420749279,Sales & Marketing,56.75
Certified Surgical Technologist,60,43,378,0.1137566137566137,Hospitality,55.8
Contact Tracing,60,94,604,0.1556291390728476,Communication & PR,24.866666666666667
Director Of Nursing,60,72,622,0.1157556270096463,Data & IT,54.266666666666666
Design Engineer,60,143,1047,0.1365807067812798,Administrative & Clerical,57.03666666666667
Business Management Consultant,60,143,984,0.1453252032520325,Leadership & Strategy,53.483333333333334
General Labor,60,19,409,0.0464547677261613,Medical & Healthcare,61.15
General Worker,60,19,409,0.0464547677261613,Supply Chain & Logistics,61.13666666666666
Tax Analyst,60,161,1162,0.1385542168674698,Law Enforcement,52.88666666666666
Appointment Setter,60,116,1026,0.1130604288499025,Construction,42.526666666666664
Survey Technician,60,101,809,0.1248454882571075,Sales & Marketing,57.95333333333333
Accountant,60,117,966,0.1211180124223602,Hospitality,54.10666666666667
Claims Auditor,60,127,947,0.1341077085533263,Communication & PR,55.06333333333333
Loan Underwriter,60,121,949,0.1275026343519494,Data & IT,53.23
Tax Accountant,60,130,1026,0.1267056530214425,Administrative & Clerical,57.82666666666667
Coding Specialist,60,138,1094,0.1261425959780621,Leadership & Strategy,39.74666666666667
Biztalk Developer,60,138,1072,0.1287313432835821,Medical & Healthcare,51.56666666666667
Report Analyst,60,182,1339,0.1359223300970873,Supply Chain & Logistics,28.54
Revenue Cycle Analyst,60,149,1055,0.1412322274881516,Law Enforcement,51.89333333333333
Cloud Architect,60,142,1039,0.136669874879692,Construction,56.596666666666664
Data Technician,60,145,1037,0.1398264223722276,Sales & Marketing,48.92
Database Specialist,60,159,1116,0.1424731182795699,Hospitality,56.89666666666667
Financial Data Analyst,60,196,1403,0.1397006414825374,Communication & PR,57.843333333333334
Sql Database Administrator,60,149,1090,0.136697247706422,Data & IT,38.48
Process Server,60,65,661,0.0983358547655068,Administrative & Clerical,35.1
Game Designer,60,171,1413,0.1210191082802547,Leadership & Strategy,55.32333333333333
Embryologist,60,50,569,0.0878734622144112,Medical & Healthcare,54.88333333333333
Medical Office Assistant,60,90,858,0.1048951048951049,Supply Chain & Logistics,53.03333333333333
Customs Broker,60,123,918,0.1339869281045751,Law Enforcement,59.763333333333335
Import Coordinator,60,129,935,0.1379679144385026,Construction,55.77333333333333
Import Specialist,60,127,931,0.1364124597207304,Sales & Marketing,59.73
Merchandising Coordinator,60,162,1111,0.1458145814581458,Hospitality,57.483333333333334
Purchaser,59,142,1024,0.138671875,Communication & PR,53.79666666666667
Retail Buyer,58,158,1126,0.1403197158081705,Data & IT,54.06
Assistant Producer,57,118,924,0.1277056277056277,Administrative & Clerical,56.053333333333335
Communications Consultant,57,139,1033,0.1345595353339787,Leadership & Strategy,53.8
Content Producer,57,216,1506,0.1434262948207171,Medical & Healthcare,47.53666666666667
Clinical Project Manager,57,121,942,0.1284501061571125,Supply Chain & Logistics,56.88333333333333
Environmental Project Manager,55,110,869,0.1265822784810126,Law Enforcement,48.4
Clerk,55,85,830,0.1024096385542168,Construction,49.64666666666667
Commodity Buyer,55,147,1117,0.1316025067144136,Sales & Marketing,54.03333333333333
Infrastructure Analyst,55,148,1095,0.1351598173515981,Hospitality,48.81
Landscape Architect,55,89,1074,0.0828677839851024,Communication & PR,53.016666666666666
Associate Creative Director,55,147,1115,0.1318385650224215,Data & IT,48.26
Claims Manager,55,124,956,0.1297071129707113,Administrative & Clerical,54.263333333333335
Administration Manager,55,111,1059,0.1048158640226629,Leadership & Strategy,46.666666666666664
Department Assistant,55,101,947,0.1066525871172122,Medical & Healthcare,39.583333333333336
Document Specialist,55,111,911,0.1218441273326015,Supply Chain & Logistics,41.60666666666667
Executive Administrator,55,105,979,0.1072522982635342,Law Enforcement,49.96666666666667
Front Desk Assistant,55,91,815,0.1116564417177914,Construction,52.58
Implementation Specialist,55,155,1219,0.1271534044298605,Sales & Marketing,47.11666666666667
Avionics Technician,55,73,638,0.1144200626959247,Hospitality,54.233333333333334
Custodial Worker,55,44,485,0.090721649484536,Communication & PR,52.11666666666667
Dock Worker,55,46,486,0.0946502057613168,Data & IT,48.99333333333333
Facilities Maintenance,55,66,578,0.1141868512110726,Administrative & Clerical,52.68333333333333
Fiber Optic Splicer,55,67,629,0.1065182829888712,Leadership & Strategy,52.31666666666667
Fiber Optic Technician,55,68,632,0.1075949367088607,Medical & Healthcare,51.583333333333336
Analyst,55,162,1144,0.1416083916083916,Supply Chain & Logistics,43.19
Customer Care Representative,55,121,1083,0.1117266851338873,Law Enforcement,48.61666666666667
Proposal Manager,55,169,1340,0.1261194029850746,Construction,50.223333333333336
Sales Development Representative,55,165,1417,0.1164431898376852,Sales & Marketing,52.413333333333334
Mathematician,55,75,736,0.1019021739130434,Hospitality,52.18333333333333
Aerospace Engineer,55,89,749,0.1188251001335113,Communication & PR,51.59
Cad Designer,55,124,1265,0.0980237154150197,Data & IT,26.57
Child Psychologist,55,52,581,0.0895008605851979,Administrative & Clerical,50.65
Criminalist,55,73,670,0.108955223880597,Leadership & Strategy,52.916666666666664
Forensic Engineer,55,85,747,0.1137884872824631,Medical & Healthcare,52.516666666666666
Forensic Specialist,55,85,743,0.1144010767160161,Supply Chain & Logistics,52.31666666666667
Security Manager,55,101,833,0.1212484993997599,Law Enforcement,54.63
Edi Developer,55,114,746,0.1528150134048257,Construction,46.12
Embedded Software Engineer,55,117,763,0.1533420707732634,Sales & Marketing,51.07333333333333
Financial Systems Analyst,55,163,1195,0.1364016736401673,Hospitality,49.60666666666667
Fpga Design Engineer,55,130,998,0.1302605210420841,Communication & PR,51.233333333333334
It Security Engineer,55,139,1071,0.1297852474323062,Data & IT,47.5
Linux System Engineer,55,143,1061,0.1347785108388313,Administrative & Clerical,53.93666666666667
Network Engineer,55,141,1049,0.1344137273593899,Leadership & Strategy,54.31
Network Security Engineer,55,142,1056,0.1344696969696969,Medical & Healthcare,53.083333333333336
Network Support Engineer,55,141,1049,0.1344137273593899,Supply Chain & Logistics,54.77333333333333
Network Systems Engineer,55,141,1049,0.1344137273593899,Law Enforcement,53.71666666666667
Senior Systems Analyst,55,155,1123,0.1380231522707034,Construction,48.46
System Engineer,55,143,1058,0.1351606805293005,Sales & Marketing,53.733333333333334
Systems Engineer,55,144,1062,0.135593220338983,Hospitality,55.45
Business Controller,55,126,1017,0.1238938053097345,Communication & PR,45.35333333333333
Delivery Manager,55,138,1036,0.1332046332046332,Data & IT,48.11
Tax Associate,55,128,1017,0.1258603736479842,Administrative & Clerical,56.09
Medical Administrative Specialist,55,101,919,0.1099020674646354,Leadership & Strategy,39.44
Tax Professional,55,128,1017,0.1258603736479842,Medical & Healthcare,54.54666666666667
Insurance Producer,55,110,853,0.1289566236811254,Supply Chain & Logistics,46.803333333333335
Specialist,55,169,1195,0.1414225941422594,Law Enforcement,48.45333333333333
Contracts Manager,55,130,985,0.1319796954314721,Construction,54.553333333333335
Billing Manager,55,175,1434,0.1220362622036262,Sales & Marketing,54.346666666666664
Sourcing Analyst,55,151,1204,0.1254152823920265,Hospitality,46.86666666666667
Auto Sales,55,147,1318,0.1115326251896813,Communication & PR,56.53666666666667
Inside Sales Associate,55,193,1720,0.1122093023255813,Data & IT,51.78333333333333
Inside Sales Representative,55,192,1716,0.1118881118881118,Administrative & Clerical,51.016666666666666
Insurance Sales Agent,55,179,1628,0.1099508599508599,Leadership & Strategy,55.45
National Account Executive,55,115,1014,0.1134122287968441,Medical & Healthcare,39.15
Pharmaceutical Sales Representative,55,120,1045,0.1148325358851674,Supply Chain & Logistics,53.57666666666667
Sales Account Executive,55,117,1018,0.1149312377210216,Law Enforcement,55.416666666666664
Sales Agent,55,118,1034,0.1141199226305609,Construction,49.083333333333336
