Job titiles,Domain,AI Impact,Model_AI_Impact,Job_Resilience_Score,Resilience_Level
Registration Specialist,Communication & PR,60,49.27333333333333,50.72666666666667,Medium Resilience
Unit Secretary,Data & IT,60,53.61666666666667,46.38333333333333,Medium Resilience
Healthcare Business Analyst,Administrative & Clerical,60,54.20333333333333,45.79666666666667,Medium Resilience
Surgery Scheduler,Leadership & Strategy,60,53.75,46.25,Medium Resilience
Post Office,Medical & Healthcare,60,38.43333333333333,61.56666666666667,Medium Resilience
Demand Planner,Supply Chain & Logistics,60,54.7,45.3,Medium Resilience
Logistics Coordinator,Law Enforcement,60,55.04,44.96,Medium Resilience
Procurement Agent,Construction,60,52.46333333333333,47.53666666666667,Medium Resilience
Purchasing Coordinator,Sales & Marketing,60,56.25,43.75,Medium Resilience
Shipping Coordinator,Hospitality,60,52.49333333333333,47.50666666666667,Medium Resilience
Supply Chain Coordinator,Communication & PR,60,53.336666666666666,46.663333333333334,Medium Resilience
Supply Coordinator,Data & IT,60,50.8,49.2,Medium Resilience
Assignment Editor,Administrative & Clerical,60,52.583333333333336,47.416666666666664,Medium Resilience
Front Desk Agent,Leadership & Strategy,60,56.18666666666667,43.81333333333333,Medium Resilience
Radio Operator,Medical & Healthcare,60,57.39666666666667,42.60333333333333,Medium Resilience
Manual Qa Tester,Supply Chain & Logistics,60,54.24666666666667,45.75333333333333,Medium Resilience
Manual Tester,Law Enforcement,60,50.47666666666667,49.52333333333333,Medium Resilience
Coldfusion Developer,Construction,60,35.84,64.16,Medium Resilience
Computer Scientist,Sales & Marketing,60,52.91666666666666,47.08333333333334,Medium Resilience
Drupal Developer,Hospitality,60,59.656666666666666,40.343333333333334,Medium Resilience
Java,Communication & PR,60,54.39666666666667,45.60333333333333,Medium Resilience
Java Developer,Data & IT,60,63.3,36.7,Low Resilience
Java Engineer,Administrative & Clerical,60,59.66333333333333,40.33666666666667,Medium Resilience
Java Programmer,Leadership & Strategy,60,46.97666666666667,53.02333333333333,Medium Resilience
Java Software Developer,Medical & Healthcare,60,60.49666666666667,39.50333333333333,Low Resilience
Home Inspector,Supply Chain & Logistics,60,57.083333333333336,42.916666666666664,Medium Resilience
Biomedical Engineer,Law Enforcement,60,48.126666666666665,51.873333333333335,Medium Resilience
Biotechnology,Construction,60,49.23,50.77,Medium Resilience
Environmental Engineer,Sales & Marketing,60,55.48333333333333,44.51666666666667,Medium Resilience
Industrial Organizational Psychologist,Hospitality,60,51.266666666666666,48.733333333333334,Medium Resilience
Accounts Payable,Communication & PR,60,51.54333333333334,48.45666666666666,Medium Resilience
Auditor,Data & IT,60,56.833333333333336,43.166666666666664,Medium Resilience
Budget Analyst,Administrative & Clerical,60,50.13333333333333,49.86666666666667,Medium Resilience
Collection Agent,Leadership & Strategy,60,52.943333333333335,47.056666666666665,Medium Resilience
Collection Representative,Medical & Healthcare,60,57.93333333333333,42.06666666666667,Medium Resilience
Collection Specialist,Supply Chain & Logistics,60,59.96666666666667,40.03333333333333,Medium Resilience
Collections Specialist,Law Enforcement,60,59.55,40.45,Medium Resilience
Compliance Auditor,Construction,60,63.77,36.23,Low Resilience
Cost Controller,Sales & Marketing,60,51.54,48.46,Medium Resilience
Credit Controller,Hospitality,60,56.11666666666667,43.88333333333333,Medium Resilience
Debt Collector,Communication & PR,60,45.24,54.76,Medium Resilience
Exchange Engineer,Data & IT,60,49.873333333333335,50.126666666666665,Medium Resilience
Financial Engineer,Administrative & Clerical,60,53.39333333333333,46.60666666666667,Medium Resilience
Financial Examiner,Leadership & Strategy,60,30.32333333333333,69.67666666666668,Medium Resilience
Loan Closer,Medical & Healthcare,60,50.99,49.01,Medium Resilience
Mortgage Closer,Supply Chain & Logistics,60,55.91333333333333,44.08666666666667,Medium Resilience
Mortgage Loan Closer,Law Enforcement,60,55.89666666666667,44.10333333333333,Medium Resilience
Processor,Construction,60,47.89,52.11,Medium Resilience
Trader,Sales & Marketing,60,55.77666666666666,44.22333333333334,Medium Resilience
Treasury Accountant,Hospitality,60,49.7,50.3,Medium Resilience
Clinical Analyst,Communication & PR,60,49.873333333333335,50.126666666666665,Medium Resilience
Meter Reader,Data & IT,60,59.13,40.87,Medium Resilience
Gas Station Attendant,Administrative & Clerical,60,52.31666666666667,47.68333333333333,Medium Resilience
Lactation Consultant,Leadership & Strategy,60,59.7,40.3,Medium Resilience
Ticket Taker,Medical & Healthcare,60,52.00333333333333,47.99666666666667,Medium Resilience
Usher,Supply Chain & Logistics,60,54.38333333333333,45.61666666666667,Medium Resilience
911 Dispatcher,Law Enforcement,60,57.41666666666666,42.58333333333334,Medium Resilience
911 Operator,Construction,60,56.71666666666667,43.28333333333333,Medium Resilience
Fingerprint Technician,Sales & Marketing,60,49.75,50.25,Medium Resilience
Forensic Examiner,Hospitality,60,53.056666666666665,46.943333333333335,Medium Resilience
Forensic Scientist,Communication & PR,60,47.18,52.82,Medium Resilience
Intelligence,Data & IT,60,55.27333333333333,44.72666666666667,Medium Resilience
Military Analyst,Administrative & Clerical,60,56.71666666666667,43.28333333333333,Medium Resilience
Safety Coordinator,Leadership & Strategy,60,53.78333333333333,46.21666666666667,Medium Resilience
Security Technician,Medical & Healthcare,60,50.65,49.35,Medium Resilience
Skip Tracer,Supply Chain & Logistics,60,54.52,45.48,Medium Resilience
Information Analyst,Law Enforcement,60,44.1,55.9,Medium Resilience
Information Specialist,Construction,60,47.78333333333333,52.21666666666667,Medium Resilience
Network Systems Administrator,Sales & Marketing,60,50.806666666666665,49.193333333333335,Medium Resilience
Senior Systems Engineer,Hospitality,60,51.81666666666667,48.18333333333333,Medium Resilience
Software Engineer,Communication & PR,60,49.41333333333333,50.58666666666667,Medium Resilience
Systems Administrator,Data & IT,60,50.85,49.15,Medium Resilience
Systems Analyst,Administrative & Clerical,60,57.333333333333336,42.666666666666664,Medium Resilience
Unix Administrator,Leadership & Strategy,60,53.85,46.15,Medium Resilience
Unix System Administrator,Medical & Healthcare,60,53.69,46.31,Medium Resilience
Vmware Administrator,Supply Chain & Logistics,60,56.67,43.33,Medium Resilience
Windows Administrator,Law Enforcement,60,46.88333333333333,53.11666666666667,Medium Resilience
Windows System Administrator,Construction,60,51.17333333333333,48.82666666666667,Medium Resilience
Registered Dental Assistant,Sales & Marketing,60,56.13333333333333,43.86666666666667,Medium Resilience
Registered Medical Assistant,Hospitality,60,51.13333333333333,48.86666666666667,Medium Resilience
Surgical Assistant,Communication & PR,60,55.05,44.95,Medium Resilience
Carpet Cleaner,Data & IT,60,66.03333333333333,33.96666666666667,Low Resilience
Custodian,Administrative & Clerical,60,58.78666666666667,41.21333333333333,Medium Resilience
General Laborer,Leadership & Strategy,60,60.96,39.04,Low Resilience
Housekeeping Attendant,Medical & Healthcare,60,60.66,39.34,Low Resilience
Assembly Line Worker,Supply Chain & Logistics,60,52.56666666666667,47.43333333333333,Medium Resilience
Assembly Worker,Law Enforcement,60,58.86666666666667,41.13333333333333,Medium Resilience
Forklift,Construction,60,58.32,41.68,Medium Resilience
Master Control Operator,Sales & Marketing,60,31.586666666666662,68.41333333333334,Medium Resilience
Curriculum Designer,Hospitality,60,49.88333333333333,50.11666666666667,Medium Resilience
Curriculum Specialist,Communication & PR,60,52.7,47.3,Medium Resilience
Epic Trainer,Data & IT,60,51.75,48.25,Medium Resilience
Virtual Teacher,Administrative & Clerical,60,55.02666666666666,44.97333333333334,Medium Resilience
3D Modeler,Leadership & Strategy,60,37.79666666666667,62.20333333333333,Medium Resilience
Compositor,Medical & Healthcare,60,53.53333333333333,46.46666666666667,Medium Resilience
Fx Artist,Supply Chain & Logistics,60,55.38333333333333,44.61666666666667,Medium Resilience
Game Developer,Law Enforcement,60,52.56666666666667,47.43333333333333,Medium Resilience
Accessioner,Construction,60,57.016666666666666,42.983333333333334,Medium Resilience
Autopsy Assistant,Sales & Marketing,60,56.75,43.25,Medium Resilience
Certified Surgical Technologist,Hospitality,60,55.8,44.2,Medium Resilience
Contact Tracing,Communication & PR,60,24.866666666666667,75.13333333333333,High Resilience
Director Of Nursing,Data & IT,60,54.266666666666666,45.733333333333334,Medium Resilience
Design Engineer,Administrative & Clerical,60,57.03666666666667,42.96333333333333,Medium Resilience
Business Management Consultant,Leadership & Strategy,60,53.48333333333333,46.51666666666667,Medium Resilience
General Labor,Medical & Healthcare,60,61.15,38.85,Low Resilience
General Worker,Supply Chain & Logistics,60,61.13666666666666,38.86333333333334,Low Resilience
Tax Analyst,Law Enforcement,60,52.88666666666666,47.11333333333334,Medium Resilience
Appointment Setter,Construction,60,42.52666666666666,57.47333333333334,Medium Resilience
Survey Technician,Sales & Marketing,60,57.95333333333333,42.04666666666667,Medium Resilience
Accountant,Hospitality,60,54.10666666666667,45.89333333333333,Medium Resilience
Claims Auditor,Communication & PR,60,55.06333333333333,44.93666666666667,Medium Resilience
Loan Underwriter,Data & IT,60,53.23,46.77,Medium Resilience
Tax Accountant,Administrative & Clerical,60,57.82666666666667,42.17333333333333,Medium Resilience
Coding Specialist,Leadership & Strategy,60,39.74666666666667,60.25333333333333,Medium Resilience
Biztalk Developer,Medical & Healthcare,60,51.56666666666667,48.43333333333333,Medium Resilience
Report Analyst,Supply Chain & Logistics,60,28.54,71.46000000000001,High Resilience
Revenue Cycle Analyst,Law Enforcement,60,51.89333333333333,48.10666666666667,Medium Resilience
Cloud Architect,Construction,60,56.59666666666666,43.40333333333334,Medium Resilience
Data Technician,Sales & Marketing,60,48.92,51.08,Medium Resilience
Database Specialist,Hospitality,60,56.89666666666667,43.10333333333333,Medium Resilience
Financial Data Analyst,Communication & PR,60,57.84333333333333,42.15666666666667,Medium Resilience
Sql Database Administrator,Data & IT,60,38.48,61.52,Medium Resilience
Process Server,Administrative & Clerical,60,35.1,64.9,Medium Resilience
Game Designer,Leadership & Strategy,60,55.32333333333333,44.67666666666667,Medium Resilience
Embryologist,Medical & Healthcare,60,54.88333333333333,45.11666666666667,Medium Resilience
Medical Office Assistant,Supply Chain & Logistics,60,53.03333333333333,46.96666666666667,Medium Resilience
Customs Broker,Law Enforcement,60,59.763333333333335,40.236666666666665,Medium Resilience
Import Coordinator,Construction,60,55.77333333333333,44.22666666666667,Medium Resilience
Import Specialist,Sales & Marketing,60,59.73,40.27,Medium Resilience
Merchandising Coordinator,Hospitality,60,57.48333333333333,42.51666666666667,Medium Resilience
Purchaser,Communication & PR,59,53.79666666666667,46.20333333333333,Medium Resilience
Retail Buyer,Data & IT,58,54.06,45.94,Medium Resilience
Assistant Producer,Administrative & Clerical,57,56.053333333333335,43.946666666666665,Medium Resilience
Communications Consultant,Leadership & Strategy,57,53.8,46.2,Medium Resilience
Content Producer,Medical & Healthcare,57,47.53666666666667,52.46333333333333,Medium Resilience
Clinical Project Manager,Supply Chain & Logistics,57,56.88333333333333,43.11666666666667,Medium Resilience
Environmental Project Manager,Law Enforcement,55,48.4,51.6,Medium Resilience
Clerk,Construction,55,49.64666666666667,50.35333333333333,Medium Resilience
Commodity Buyer,Sales & Marketing,55,54.03333333333333,45.96666666666667,Medium Resilience
Infrastructure Analyst,Hospitality,55,48.81,51.19,Medium Resilience
Landscape Architect,Communication & PR,55,53.016666666666666,46.983333333333334,Medium Resilience
Associate Creative Director,Data & IT,55,48.26,51.74,Medium Resilience
Claims Manager,Administrative & Clerical,55,54.263333333333335,45.736666666666665,Medium Resilience
Administration Manager,Leadership & Strategy,55,46.66666666666666,53.33333333333334,Medium Resilience
Department Assistant,Medical & Healthcare,55,39.583333333333336,60.416666666666664,Medium Resilience
Document Specialist,Supply Chain & Logistics,55,41.60666666666667,58.39333333333333,Medium Resilience
Executive Administrator,Law Enforcement,55,49.96666666666667,50.03333333333333,Medium Resilience
Front Desk Assistant,Construction,55,52.58,47.42,Medium Resilience
Implementation Specialist,Sales & Marketing,55,47.11666666666667,52.88333333333333,Medium Resilience
Avionics Technician,Hospitality,55,54.23333333333333,45.76666666666667,Medium Resilience
Custodial Worker,Communication & PR,55,52.11666666666667,47.88333333333333,Medium Resilience
Dock Worker,Data & IT,55,48.99333333333333,51.00666666666667,Medium Resilience
Facilities Maintenance,Administrative & Clerical,55,52.68333333333333,47.31666666666667,Medium Resilience
Fiber Optic Splicer,Leadership & Strategy,55,52.31666666666667,47.68333333333333,Medium Resilience
Fiber Optic Technician,Medical & Healthcare,55,51.583333333333336,48.416666666666664,Medium Resilience
Analyst,Supply Chain & Logistics,55,43.19,56.81,Medium Resilience
Customer Care Representative,Law Enforcement,55,48.61666666666667,51.38333333333333,Medium Resilience
Proposal Manager,Construction,55,50.223333333333336,49.776666666666664,Medium Resilience
Sales Development Representative,Sales & Marketing,55,52.41333333333333,47.58666666666667,Medium Resilience
Mathematician,Hospitality,55,52.18333333333333,47.81666666666667,Medium Resilience
Aerospace Engineer,Communication & PR,55,51.59,48.41,Medium Resilience
Cad Designer,Data & IT,55,26.57,73.43,High Resilience
Child Psychologist,Administrative & Clerical,55,50.65,49.35,Medium Resilience
Criminalist,Leadership & Strategy,55,52.91666666666666,47.08333333333334,Medium Resilience
Forensic Engineer,Medical & Healthcare,55,52.516666666666666,47.483333333333334,Medium Resilience
Forensic Specialist,Supply Chain & Logistics,55,52.31666666666667,47.68333333333333,Medium Resilience
Security Manager,Law Enforcement,55,54.63,45.37,Medium Resilience
Edi Developer,Construction,55,46.12,53.88,Medium Resilience
